devilfsg	mame	Devil Fish (Galaxian hardware, bootleg?)
devilfsh	mame	Devil Fish
devilw	mame	Devil World
devstors	mame	Devastators (ver. Z)
devstors2	mame	Devastators (ver. 2)
devstorsv	mame	Devastators (ver. V)
devstorsx	mame	Devastators (ver. X)
dfeveron	mame	Dangun Feveron (Japan, ver. 98/09/17)
dharma	mame	Dharma Doujou
dharmaj	mame	Dharma Doujou (Japan)
dharmak	mame	Dharma Doujou (Korea)
diamond	mame	Diamond Run
dietgo	mame	Diet Go Go (Euro v1.1 1992.09.26)
dietgoe	mame	Diet Go Go (Euro v1.1 1992.08.04)
dietgoj	mame	Diet Go Go (Japan v1.1 1992.09.26)
dietgou	mame	Diet Go Go (USA v1.1 1992.09.26)
digdug	mame	Dig Dug (rev 2)
digdug2	mame	Dig Dug II (New Ver.)
digdug2o	mame	Dig Dug II (Old Ver.)
digger	mame	Digger
diggerma	neogeo	Digger Man
dimahoo	cps2	Dimahoo (000121 Euro)
dimahoou	cps2	Dimahoo (000121 USA)
dimahoud	cps2	Dimahoo (000121 USA Phoenix Edition)
dingo	mame	Dingo
dingoe	mame	Dingo (encrypted)
dino	cps1	Cadillacs & Dinosaurs (930201 etc)
dinoa	cps1	Cadillacs & Dinosaurs (930223 Asia TW)
dinoeh	cps1	Cadillacs and Dinosaurs (hack, 930201 etc)
dinoh	cps1	Cadillacs and Dinosaurs (bootleg set 3, 930223 Asia TW
dinohc	cps1	Cadillacs and Dinosaurs (Chinese bootleg, 930223 Asia
dinohunt	cps1	Dinosaur Hunter (Chinese bootleg, 930223 Asia TW)
dinoj	cps1	Cadillacs Kyouryuu-Shinseiki (Cadillacs 930201 Japan)
dinopic	cps1	Cadillacs and Dinosaurs (bootleg set 1 (with PIC16c57)
dinopic2	cps1	Cadillacs and Dinosaurs (bootleg set 2 (with PIC16c57)
dinopic3	cps1	Cadillacs and Dinosaurs (bootleg set 3 (with PIC16c57)
dinopic4	cps1	Cadillacs and Dinosaurs (bootleg set 4 (with PIC16c57)
dinorex	mame	Dino Rex (World)
dinorexj	mame	Dino Rex (Japan)
dinorexu	mame	Dino Rex (US)
dinot	cps1	Cadillacs and Dinosaurs Turbo (bootleg set 1, 930223 A
dinotpic	cps1	Cadillacs and Dinosaurs Turbo (bootleg set 2 (with PIC
dinou	cps1	Cadillacs & Dinosaurs (930201 USA)
dirtfoxj	mame	Dirt Fox (Japan)
disco	mame	Disco No.1
discof	mame	Disco No.1 (Rev.F)
divebomb	mame	Kyuukoukabakugekitai - Dive Bomber Squad (Japan, proto
diverboy	mame	Diver Boy
djboy	mame	DJ Boy (World)
djboyj	mame	DJ Boy (Japan, set 1)
djboyja	mame	DJ Boy (Japan, set 2)
djboyu	mame	DJ Boy (US, set 1)
djboyua	mame	DJ Boy (US, set 2)
dkgensan	mame	Daiku no Gensan (Japan, M82)
dkgensanm72	mame	Daiku no Gensan (Japan, M72)
dkingjr	mame	Donkey King Jr. (bootleg of Donkey Kong Jr.)
dkong	mame	Donkey Kong (US set 1)
dkong3	mame	Donkey Kong 3 (US)
dkong3b	mame	Donkey Kong 3 (bootleg on Donkey Kong Jr. hardware)
dkong3j	mame	Donkey Kong 3 (Japan)
dkongf	mame	Donkey Kong Foundry (hack)
dkonghrd	mame	Donkey Kong (US set 1) with Hard kit
dkongj	mame	Donkey Kong (Japan set 1)
dkongjnrj	mame	Donkey Kong Junior (Japan?)
dkongjo	mame	Donkey Kong (Japan set 2)
dkongjo1	mame	Donkey Kong (Japan set 3)
dkongjr	mame	Donkey Kong Junior (US set F-2)
dkongjr2	mame	Donkey Kong Junior (US, bootleg?)
dkongjrb	mame	Donkey Kong Jr. (bootleg)
dkongjre	mame	Donkey Kong Junior (E Kit)
dkongjrj	mame	Donkey Kong Jr. (Japan)
dkongjrm	mame	Donkey Kong Jr. (Moon Cresta hardware)
dkongjrpb	mame	Donkey Kong Junior (P kit, bootleg)
dkongo	mame	Donkey Kong (US set 2)
dkongpe	mame	Donkey Kong - Pauline Edition (hack, rev 5)
dkongx	mame	Donkey Kong II - Jumpman Returns (hack, V1.2)
dkongx11	mame	Donkey Kong II - Jumpman Returns (hack, V1.1)
dkrainbow	mame	Donkey Kong - Arcade Rainbow (hack)
dland	mame	Dream Land / Super Dream Land (bootleg of Bubble Bobbl
dleague	mame	Dynamite League (US)
dleaguej	mame	Dynamite League (Japan)
dmnfrnt	mame	Demon Front (V105)
dmnfrnta	mame	Demon Front (V102, China)
dmnfrntb	mame	Demon Front (V103)
dmnfrntpcb	mame	Demon Front (V107, Korea, Single PCB Version)
dngrtrck	mame	Danger Track (Rally X bootleg)
docastle	mame	Mr. Do\'s Castle (set 1)
dockman	mame	Dock Man
dodgeman	mame	Dodge Man
dogfgt	mame	Acrobatic Dog-Fight
dogfgtj	mame	Dog-Fight (Japan)
dogfgtu	mame	Acrobatic Dog-Fight (USA)
dogfight	mame	Dog Fight (Thunderbolt)
dogosokb	mame	Dogou Souken (Joystick hack bootleg)
dogosoke	mame	Dogou Souken
dogyuun	mame	Dogyuun
dogyuuna	mame	Dogyuun (Licensed to Unite Trading For Korea)
dogyuunt	mame	Dogyuun (test location version)
dokaben	mame	Dokaben (Japan)
dolmen	mame	Dolmen
domino	mame	Domino Man
dommy	mame	Dommy
dondokod	mame	Don Doko Don (World)
dondokodj	mame	Don Doko Don (Japan)
dondokodu	mame	Don Doko Don (US)
donight	mame	Mr.Do's Nightmare (hack by Krazy Ivan)
donpachi	mame	DonPachi (USA, ver. 1.12, 95/05/2x)
donpachihk	mame	DonPachi (Hong Kong, ver. 1.10, 95/05/17)
donpachij	mame	DonPachi (Japan, ver. 1.01, 95/05/11)
donpachikr	mame	DonPachi (Korea, ver. 1.12, 95/05/2x)
dorachan	mame	Dora-chan (Japan)
dorodon	mame	Dorodon (set 1)
dorodon2	mame	Dorodon (set 2)
dorunrun	mame	Do! Run Run (set 1)
dotrikun	mame	Dottori Kun (new version)
dotrikun2	mame	Dottori Kun (old version)
dotriman	mame	Dottori-Man Jr.
dotron	mame	Discs of Tron (Upright)
dotrona	mame	Discs of Tron (Upright alternate)
dotrone	mame	Discs of Tron (Environmental)
doubledr	neogeo	Double Dragon (Neo-Geo)
doubledrsp	neogeo	Double Dragon (Special 2017, hack)
dowild	mame	Mr. Do's Wild Ride
downtown	mame	DownTown / Mokugeki (Set 1)
downtown2	mame	DownTown / Mokugeki (Set 2)
downtownj	mame	DownTown / Mokugeki (Joystick Hack)
downtownp	mame	DownTown / Mokugeki (prototype)
dpoker	mame	Draw Poker (Bally, 03-20)
dquizgo	mame	Date Quiz Go Go (Korea)
dragnblz	mame	Dragon Blaze
dragngun	mame	Dragon Gun (US)
dragngunj	mame	Dragon Gun (Japan)
dragonsh	neogeo	Dragon's Heaven (development board)
drakton	mame	Drakton (DK conversion)
dreambal	mame	Dream Ball (Japan V2.4)
dreamwld	mame	Dream World
dremshpr	mame	Dream Shopper
drgnbowl	mame	Dragon Bowl
drgnbowla	mame	Dragon Bowl (set 2, unencrypted program)
drgnbstr	mame	Dragon Buster
drgninja	mame	Dragonninja (Japan)
drgninjab	mame	Dragonninja (bootleg set 1)
drgninjab2	mame	Dragonninja (bootleg set 2)
drgnmst	mame	Dragon Master
drgnunit	mame	Dragon Unit / Castle of Dragon
drgw2	mame	Dragon World II (V110X, World)
drgw2c	mame	Zhong Guo Long II (V100C, China)
drgw2hk	mame	Dragon World II (V100H, Hong Kong)
drgw2j	mame	Chuugokuryuu II (V100J, Japan)
drgw3	mame	Dragon World 3 (V106, Korea)
drgw3100	mame	Chuugokuryuu 3 Special (ver. 100, Japan)
drgw3103	mame	Chuugokuryuu 3 Special (ver. 103, japan)
drgw3105	mame	Dragon World 3 (ver. 105)
dribling	mame	Dribbling
driblingbr	mame	Dribbling (bootleg, Brazil)
driblingo	mame	Dribbling (Olympia)
drifto94	mame	Drift Out '94 - The Hard Order (Japan)
driftout	mame	Drift Out (Europe)
driftoutj	mame	Drift Out (Japan)
driveout	mame	Drive Out
drivfrcb	mame	Driving Force (Galaxian conversion bootleg)
drivfrcg	mame	Driving Force (Galaxian conversion)
drivfrcp	mame	Driving Force (Pac-Man conversion)
drivfrct	mame	Top Racer (bootleg of Driving Force)
drktnjr	mame	Drakton (DKJr conversion)
drmicro	mame	Dr. Micro
drtomy	mame	Dr. Tomy
drtoppel	mame	Dr. Toppel's Adventure (World)
drtoppela	mame	Dr. Toppel's Adventure (World, alt?)
drtoppelj	mame	Dr. Toppel's Tankentai (Japan)
drtoppelu	mame	Dr. Toppel's Adventure (US)
dsaber	mame	Dragon Saber (World, DO2)
dsabera	mame	Dragon Saber (World, older?)
dsaberj	mame	Dragon Saber (Japan, Rev B)
dsoccr94	mame	Dream Soccer '94 (World, M107 hardware)
dsoccr94j	mame	Dream Soccer '94 (Japan)
dsoccr94k	mame	Dream Soccer '94 (Korea, M107 hardware)
dspirit	mame	Dragon Spirit (new version (DS3))
dspirit1	mame	Dragon Spirit (old version (DS1))
dspirit2	mame	Dragon Spirit (DS2)
dstlk	cps2	Darkstalkers - the night warriors (940705 Euro)
dstlka	cps2	Darkstalkers - the night warriors (940705 Asia)
dstlkh	cps2	Darkstalkers - the night warriors (940818 Hispanic)
dstlku	cps2	Darkstalkers - the night warriors (940818 USA)
dstlku1d	cps2	Darkstalkers - the night warriors (940705 USA Phoenix
dstlkur1	cps2	Darkstalkers - the night warriors (940705 USA)
dualaslt	mame	Dual Assault
ducki	neogeo	Duck Tales (Intro demo)
dumpmtmt	mame	Dump Matsumoto (Japan, 8751 317-unknown)
dungeonm	mame	Dungeon Magic (Ver 2.1O 1994/02/18)
dungeonmu	mame	Dungeon Magic (Ver 2.1A 1994/02/18)
dunkshot	mame	Dunk Shot (Rev C, FD1089 317-0022)
dunkshota	mame	Dunk Shot (Rev A, FD1089 317-0022)
dunkshoto	mame	Dunk Shot (FD1089 317-0022)
dw2001	mame	Dragon World 2001 (V100, Japan)
dw2v100x	mame	Dragon World II (V100X, World)
dwex	mame	Dragon World 3 EX (ver. 100)
dwi	neogeo	DarkWing Duck (Intro demo)
dwia	neogeo	DarkWing Duck (Intro demo, alt)
dwpc	mame	Dragon World Pretty Chance (V101, Japan)
dyger	mame	Dyger (Korea set 1)
dygera	mame	Dyger (Korea set 2)
dynablst	mame	Dynablaster / Bomber Man
dynagear	mame	Dyna Gear
dynduke	mame	Dynamite Duke (Europe, 03SEP89)
dyndukea	mame	Dynamite Duke (Europe, 25JUL89)
dyndukej	mame	Dynamite Duke (Japan, 03SEP89)
dyndukeja	mame	Dynamite Duke (Japan, 25JUL89)
dyndukeu	mame	Dynamite Duke (US, 25JUL89)
dynwar	cps1	Dynasty Wars (US set 1)
dynwara	cps1	Dynasty Wars (US set 2)
dynwarj	cps1	Tenchi wo Kurau (Japan)
dynwarjr	cps1	Tenchi wo Kurau (Japan Resale Ver.)
eagle	mame	Eagle (set 1)
eagle2	mame	Eagle (set 2)
eagle3	mame	Eagle (set 3)
eaglshot	mame	Eagle Shot Golf
earthjkr	mame	U.N. Defense Force: Earth Joker (Japan)
earthjkrp	mame	U.N. Defense Force: Earth Joker (Japan, prototype?)
ecofghtr	cps2	Eco Fighters (931203 etc)
ecofghtra	cps2	Eco Fighters (931203 Asia)
ecofghtrd	cps2	Eco Fighters (931203 World Phoenix Edition)
ecofghtrh	cps2	Eco Fighters (931203 Hispanic)
ecofghtru	cps2	Eco Fighters (940215 USA)
ecofghtru1	cps2	Eco Fighters (931203 USA)
edf	mame	E.D.F. : Earth Defense Force (set 1)
edfa	mame	E.D.F. : Earth Defense Force (set 2)
edfbl	mame	E.D.F. : Earth Defense Force (bootleg)
edfu	mame	E.D.F. : Earth Defense Force (North America)
edrandy	mame	The Cliffhanger - Edward Randy (World ver 3)
edrandy1	mame	The Cliffhanger - Edward Randy (World ver 1)
edrandy2	mame	The Cliffhanger - Edward Randy (World ver 2)
edrandyj	mame	The Cliffhanger - Edward Randy (Japan ver 3)
eeekk	mame	Eeekk!
efdt	mame	El Fin Del Tiempo
egghunt	mame	Egg Hunt
eggor	mame	Eggor
eggs	mame	Eggs
eightfrc	mame	Eight Forces
eightman	neogeo	Eight Man (NGM-025)(NGH-025)
elecyoyo	mame	The Electric Yo-Yo (set 1)
elecyoyo2	mame	The Electric Yo-Yo (set 2)
elevator	mame	Elevator Action (5 pcb version, 1.1)
elevator4	mame	Elevator Action (4 pcb version, 1.1)
elevatorb	mame	Elevator Action (bootleg)
elim2	mame	Eliminator (2 Players, set 1)
elim2a	mame	Eliminator (2 Players, set 2)
elim2c	mame	Eliminator (2 Players, cocktail)
elim4	mame	Eliminator (4 Players)
elim4p	mame	Eliminator (4 Players, prototype)
elvact2u	mame	Elevator Action II (Ver 2.2A 1995/02/20)
elvactr	mame	Elevator Action Returns (Ver 2.2O 1995/02/20)
elvactrj	mame	Elevator Action Returns (Ver 2.2J 1995/02/20)
empcity	mame	Empire City: 1931 (bootleg?)
empcityi	mame	Empire City: 1931 (Italy)
empcityj	mame	Empire City: 1931 (Japan)
empcityu	mame	Empire City: 1931 (US)
endurobl	mame	Enduro Racer (bootleg set 1)
enduror	mame	Enduro Racer (YM2151, FD1089B 317-0013A)
enduror1	mame	Enduro Racer (YM2203, FD1089B 317-0013A)
enduror1d	mame	Enduro Racer (YM2203, bootleg of FD1089B 317-0013A)
endurora	mame	Enduro Racer (YM2151) (mask ROM sprites, FD1089B 317-0
endurord	mame	Enduro Racer (YM2151, bootleg of FD1089B 317-0013A set
enforce	mame	Enforce (World)
enforcej	mame	Enforce (Japan)
enforceja	mame	Enforce (Japan, Analog Controls)
enmadaio	mame	Enma Daio (Japan)
eprom	mame	Escape from the Planet of the Robot Monsters (set 1)
esb	mame	The Empire Strikes Back
esckids	mame	Escape Kids (Asia, 4 Players)
esckidsj	mame	Escape Kids (Japan, 2 Players)
espgal	mame	Espgaluda (V100, Japan)
espgalbl	mame	Espgaluda (2003/10/15 Master Ver, bootleg cartridge co
espial	mame	Espial (Europe)
espialu	mame	Espial (US?)
esprade	mame	ESP Ra.De. - A.D.2018 Tokyo (International, ver. 98/04
espradej	mame	ESP Ra.De. (Japan, ver. 98/04/21)
espradejo	mame	ESP Ra.De. (Japan, ver. 98/04/14)
eswat	mame	E-Swat - Cyber Police (set 4, World, FD1094 317-0130)
eswatbl	mame	E-Swat - Cyber Police (bootleg)
eswatd	mame	E-Swat - Cyber Police (set 4, World, FD1094 317-0130 d
eswatj	mame	E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128)
eswatj1	mame	E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131)
eswatj1d	mame	E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131 d
eswatjd	mame	E-Swat - Cyber Police (set 2, Japan, FD1094 317-0128 d
eswatu	mame	E-Swat - Cyber Police (set 3, US, FD1094 317-0129)
eswatud	mame	E-Swat - Cyber Police (set 3, US, FD1094 317-0129 decr
eto	mame	Kokontouzai Eto Monogatari (Japan)
euroch92	mame	Euro Champ '92 (World)
evilston	mame	Evil Stone
excelsr	mame	Excelsior (set 1)
excelsra	mame	Excelsior (set 2)
excthour	mame	Exciting Hour
exctleag	mame	Excite League (FD1094 317-0079)
exctleagd	mame	Excite League (FD1094 317-0079 decrypted)
exedexes	mame	Exed Exes
exerizerb	mame	Exerizer (Japan) (bootleg)
exodus	mame	Exodus (bootleg?)
explbrkr	mame	Explosive Breaker (World)
explbrkrk	mame	Explosive Breaker (Korea)
explorer	mame	Explorer
extdwnhl	mame	Extreme Downhill (v1.5)
extrmatn	mame	Extermination (World)
extrmatnj	mame	Extermination (Japan)
extrmatnu	mame	Extermination (US, set 1)
extrmatnur	mame	Extermination (US, Romstar)
exzisus	mame	Exzisus (Japan, dedicated)
exzisusa	mame	Exzisus (Japan, conversion)
exzisust	mame	Exzisus (TAD license)
eyes	mame	Eyes (Digitrex Techstar)
eyes2	mame	Eyes (Techstar)
eyesb	mame	Eyes (bootleg set 1)
eyeszacb	mame	Eyes (bootleg set 2, decrypted)
f1dream	mame	F-1 Dream
f1dreamb	mame	F-1 Dream (bootleg, set 1)
f1dreamba	mame	F-1 Dream (bootleg, set 2)
f1gp	mame	F-1 Grand Prix
f1gp2	mame	F-1 Grand Prix Part II
f1gpb	mame	F-1 Grand Prix (Playmark bootleg)
faceoff	mame	Face Off (Japan 2 Players)
falcon	mame	Falcon (bootleg of Phoenix) (8085A CPU)
falconz	mame	Falcon (bootleg of Phoenix) (Z80 CPU)
fantasia	mame	Fantasia (940429 PCB, set 1)
fantasiaa	mame	Fantasia (940307 PCB)
fantasiab	mame	Fantasia (940429 PCB, set 2)
fantasian	mame	Fantasia (940803 PCB)
fantastc	mame	Fantastic (Galaga conversion on Galaxian hardware)
fantasyg	mame	Fantasy (Germany, set 1)
fantasyg2	mame	Fantasy (Germany, set 2)
fantasyj	mame	Fantasy (Japan)
fantasyu	mame	Fantasy (US)
fantazia	mame	Fantazia (bootleg?)
fantland	mame	Fantasy Land (set 1)
fantlanda	mame	Fantasy Land (set 2)
fantsia2	mame	Fantasia II (Explicit)
fantsia2a	mame	Fantasia II (Less Explicit)
fantsia2n	mame	Fantasia II (1998)
fantsy95	mame	Fantasy '95
fantzn2	mame	Fantasy Zone II - The Tears of Opa-Opa (MC-8123, 317-0
fantzn2x	mame	Fantasy Zone II - The Tears of Opa-Opa (System 16C)
fantzn2xp	mame	Fantasy Zone II - The Tears of Opa-Opa (System 16C, pr
fantzn2xps2	mame	Fantasy Zone II - The Tears of Opa-Opa (System 16C, PS
fantznta	mame	Fantasy Zone Time Attack (System 16B, PS2 data file)
fantzone	mame	Fantasy Zone (Rev A, unprotected)
fantzone1	mame	Fantasy Zone (unprotected)
fantzonee	mame	Fantasy Zone (FD1089B 317-0016)
fantzonep	mame	Fantasy Zone (317-5000)
fantzonepr	mame	Fantasy Zone (prototype)
fantzoneta	mame	Fantasy Zone (Time Attack, bootleg)
farmer	mame	Farmers Rebellion
farwest	mame	Far West
fastfred	mame	Fast Freddie
fastlane	mame	Fast Lane
fatfursp	neogeo	Fatal Fury Special / Garou Densetsu Special (set 1)(NG
fatfurspa	neogeo	Fatal Fury Special / Garou Densetsu Special (set 2)(NG
fatfury1	neogeo	Fatal Fury - King of Fighters / Garou Densetsu - shuku
fatfury2	neogeo	Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (
fatfury2a	neogeo	Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai (
fatfury3	neogeo	Fatal Fury 3 - Road to the Final Victory / Garou Dense
fatfury3a	neogeo	Fatal Fury 3 - Road to the Final Victory / Garou Dense
fball	mame	Fire Ball (FM Work)
fbfrenzy	neogeo	Football Frenzy (NGM-034)(NGH-034)
fcrash	cps1	Final Crash (bootleg (with 2xYM2203 + 2xMSM5205))
fenix	mame	Fenix (bootleg of Phoenix)
feversos	mame	Fever SOS (International, ver. 98/09/25)
ffantasy	mame	Fighting Fantasy (Japan revision 3)
ffantasya	mame	Fighting Fantasy (Japan)
ffantasyb	mame	Fighting Fantasy (Japan revision ?)
ffantasyj	mame	Fighting Fantasy (Japan revision 2)
ffight	cps1	Final Fight (World, set 1)
ffighta	cps1	Final Fight (World, set 2)
ffightbl	cps1	Final Fight (bootleg set 1 (with 2xYM2203 + 2xMSM5205)
ffightbla	cps1	Final Fight (bootleg set 2 (with 2xYM2203 + 2xMSM5205)
ffightj	cps1	Final Fight (Japan)
ffightj1	cps1	Final Fight (900112 Japan)
ffightj2	cps1	Final Fight (900305 Japan)
ffightj3	cps1	Final Fight (900405 Japan)
ffightj4	cps1	Final Fight (900613 Japan)
ffightjh	cps1	Street Smart / Final Fight (Japan, hack)
ffightu	cps1	Final Fight (USA, set 1)
ffightu1	cps1	Final Fight (USA, set 2)
ffightu2	cps1	Final Fight (USA, set 3)
ffightua	cps1	Final Fight (900112 USA)
ffightub	cps1	Final Fight (900424 USA)
ffightuc	cps1	Final Fight (900613 USA)
fghtbskt	mame	Fighting Basketball
fghthist	mame	Fighter's History (World ver 43-09, DE-0395-1 PCB)
fghthista	mame	Fighter's History (World ver 43-07, DE-0380-2 PCB)
fghthistb	mame	Fighter's History (World ver 43-05, DE-0380-2 PCB)
fghthistj	mame	Fighter's History (Japan ver 41-07, DE-0395-1 PCB)
fghthistja	mame	Fighter's History (Japan ver 41-05, DE-0380-2 PCB)
fghthistjb	mame	Fighter's History (Japan ver 41-04, DE-0380-1 PCB)
fghthistu	mame	Fighter's History (US ver 42-09, DE-0396-0 PCB)
fghthistua	mame	Fighter's History (US ver 42-06, DE-0395-1 PCB)
fghthistub	mame	Fighter's History (US ver 42-05, DE-0395-1 PCB)
fghthistuc	mame	Fighter's History (US ver 42-03, DE-0380-2 PCB)
fhawk	mame	Fighting Hawk (World)
fhawkj	mame	Fighting Hawk (Japan)
fightfev	neogeo	Fight Fever (set 1)
fightfeva	neogeo	Fight Fever (set 2)
fightrol	mame	Fighting Roller
finalap2	mame	Final Lap 2
finalap2j	mame	Final Lap 2 (Japan)
finalap3	mame	Final Lap 3 (World, set 1)
finalap3a	mame	Final Lap 3 (World, set 2)
finalap3bl	mame	Final Lap 3 (bootleg)
finalap3j	mame	Final Lap 3 (Japan)
finalap3jc	mame	Final Lap 3 (Japan - Rev C)
finalb	mame	Final Blow (World)
finalbj	mame	Final Blow (Japan)
finalbu	mame	Final Blow (US)
finalizr	mame	Finalizer - Super Transformation
finalizrb	mame	Finalizer - Super Transformation (bootleg)
finallap	mame	Final Lap (Rev E)
finallapc	mame	Final Lap (Rev C)
finallapd	mame	Final Lap (Rev D)
finallapjb	mame	Final Lap (Japan, Rev B)
finallapjc	mame	Final Lap (Japan, Rev C)
finalttr	mame	Final Tetris
finehour	mame	Finest Hour (Japan)
firebarr	mame	Fire Barrel (Japan)
firebatl	mame	Fire Battle
firebeas	mame	Firebeast (prototype)
firehawk	mame	Fire Hawk (horizontal)
fireshrk	mame	Fire Shark
fireshrka	mame	Fire Shark (earlier)
fireshrkd	mame	Fire Shark (Korea, set 1, easier)
fireshrkdh	mame	Fire Shark (Korea, set 2, harder)
firetrap	mame	Fire Trap (US, set 1)
firetrapa	mame	Fire Trap (US, set 2)
firetrapbl	mame	Fire Trap (Japan bootleg)
firetrapj	mame	Fire Trap (Japan)
fitegolf	mame	Fighting Golf (World?)
fitegolf2	mame	Fighting Golf (US, Ver 2)
fitegolfu	mame	Fighting Golf (US)
fitter	mame	Fitter
fitterbl	mame	Fitter (bootleg of Round-Up)
fixeight	mame	FixEight (Europe)
fixeighta	mame	FixEight (Southeast Asia)
fixeightat	mame	FixEight (Southeast Asia, Taito license)
fixeighth	mame	FixEight (Hong Kong)
fixeightht	mame	FixEight (Hong Kong, Taito license)
fixeightj	mame	FixEight (Japan)
fixeightjt	mame	FixEight (Japan, Taito license)
fixeightk	mame	FixEight (Korea)
fixeightkt	mame	FixEight (Korea, Taito license)
fixeightt	mame	FixEight (Europe, Taito license)
fixeighttw	mame	FixEight (Taiwan)
fixeighttwt	mame	FixEight (Taiwan, Taito license)
fixeightu	mame	FixEight (USA)
fixeightut	mame	FixEight (USA, Taito license)
fjbuster	mame	Fujiyama Buster (Japan)
flagrall	mame	'96 Flag Rally
flashgal	mame	Flashgal (set 1)
flashgala	mame	Flashgal (set 2)
flashgalk	mame	Flashgal (set 1, Kyugo logo)
flicky	mame	Flicky (128k Version, 315-5051)
flickya	mame	Flicky (128k Version, 315-5051, larger roms))
flickyg	mame	Flicky (128k Version, System 2, 315-5051, alt graphics
flickyo	mame	Flicky (64k Version, 315-5051, set 1)
flickys1	mame	Flicky (64k Version, 315-5051, set 2)
flickys2	mame	Flicky (128k Version, not encrypted)
flickys2g	mame	Flicky (128k Version, System 2, not encrypted, alt gra
flickyup	mame	Flicky (64k Version, on Up'n Down boardset)
flipjack	mame	Flipper Jack
flipshot	neogeo	Battle Flip Shot
flipull	mame	Flipull (Japan)
flkatck	mame	Flak Attack (Japan)
flkatcka	mame	Flak Attack (Japan, PWB 450593 sub-board)
flower	mame	Flower (US)
flowerj	mame	Flower (Japan)
flstory	mame	The FairyLand Story
flstoryj	mame	The FairyLand Story (Japan)
flyboy	mame	Fly-Boy
flyboyb	mame	Fly-Boy (bootleg)
flytiger	mame	Flying Tiger (set 1)
flytigera	mame	Flying Tiger (set 2)
fncywld	mame	Fancy World - Earth of Crisis
fnkyfish	mame	Funky Fish
fnshark	mame	Flyin' Shark (bootleg of Hishou Zame)
foodf	mame	Food Fight (rev 3)
foodf1	mame	Food Fight (rev 1)
foodf2	mame	Food Fight (rev 2)
foodfc	mame	Food Fight (cocktail)
footchmp	mame	Football Champ (World)
forcebrk	mame	Force Break (bootleg)
forgottn	cps1	Forgotten Worlds (World, newer)
forgottna	cps1	Forgotten Worlds (World)
forgottnu	cps1	Forgotten Worlds (US, B-Board 88621B-2, rev C)
forgottnua	cps1	Forgotten Worlds (US, B-Board 88618B-2, rev A)
forgottnuaa	cps1	Forgotten Worlds (US, B-Board 88618B-2, rev AA)
forgottnuc	cps1	Forgotten Worlds (US, B-Board 88618B-2, Rev C)
forgottnue	cps1	Forgotten Worlds (US, B-Board 88618B-2, Rev E)
formatz	mame	Formation Z
fourtrax	mame	Four Trax (World)
fourtraxa	mame	Four Trax (Asia)
fpoint	mame	Flash Point (set 2, Japan, FD1094 317-0127A)
fpoint1	mame	Flash Point (set 1, Japan, FD1094 317-0127A)
fpoint1d	mame	Flash Point (set 1, Japan, FD1094 317-0127A decrypted)
fpointbj	mame	Flash Point (Japan, bootleg)
fpointbl	mame	Flash Point (World, bootleg)
fpointd	mame	Flash Point (set 2, Japan, FD1094 317-0127A decrypted)
freekick	mame	Free Kick (NS6201-A 1987.10)
freekicka	mame	Free Kick (NS6201-A 1987.9)
freekickb1	mame	Free Kick (bootleg set 1)
freekickb3	mame	Free Kick (bootleg set 3)
freeze	mame	Freeze
friskyt	mame	Frisky Tom (set 1)
friskyta	mame	Frisky Tom (set 2)
friskytb	mame	Frisky Tom (set 3, encrypted)
frogf	mame	Frog (Falcon bootleg)
frogg	mame	Frog (Galaxian hardware)
frogger	mame	Frogger
froggermc	mame	Frogger (Moon Cresta hardware)
froggers	mame	Frog
froggers1	mame	Frogger (Sega set 1)
froggers2	mame	Frogger (Sega set 2)
froggers3	mame	Frogger (Sega set 3)
froggrs	mame	Frogger (Scramble hardware)
frogs	mame	Frogs
froman2b	neogeo	Idol Mahjong - final romance 2 (Neo CD Conversion)
frontlin	mame	Front Line
fround	mame	The Final Round (ver. M)
froundl	mame	The Final Round (ver. L)
fshark	mame	Flying Shark (World)
fsharkbt	mame	Flying Shark (bootleg with 8741)
fsoccer	mame	Fighting Soccer (version 4)
fsoccerb	mame	Fighting Soccer (Joystick hack bootleg)
fsoccerba	mame	Fighting Soccer (Joystick hack bootleg, alt)
fsoccerj	mame	Fighting Soccer (Japan)
fspiderb	mame	Frog & Spiders (bootleg?)
fstarfrc	mame	Final Star Force (US)
fstarfrcj	mame	Final Star Force (Japan)
fswords	neogeo	Fighters Swords (Korean release of Samurai Shodown III
fullthrl	mame	Full Throttle (Japan)
funcube2	mame	Funcube 2 (v1.1)
funcube4	mame	Funcube 4 (v1.0)
funkybee	mame	Funky Bee
funkybeeb	mame	Funky Bee (bootleg, harder)
funkyjet	mame	Funky Jet (World, rev 1)
funkyjeta	mame	Funky Jet (World)
funkyjetj	mame	Funky Jet (Japan, rev 2)
funnymou	mame	Funny Mouse (Japan)
funybubl	mame	Funny Bubble
funybublc	mame	Funny Bubble (Comad version)
futspy	mame	Future Spy
fx	mame	F-X
fxa	mame	F-X (alternate set)
gaia	mame	Gaia Crusaders
gaialast	mame	Gaia - The Last Choice of Earth
gaiapols	mame	Gaiapolis (ver EAF)
